MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367011500,2024-01-15T19:40:00,29.55021,-94.75969,0.2,278.9,278,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T19:40:00,29.74563,-94.98838,0.0,175.0,172,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T19:40:00,29.07101,-93.10030,6.2,180.3,182,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T19:45:00,26.78573,-97.54356,12.2,138.4,133,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T19:45:00,32.26848,-95.95619,9.9,251.0,248,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T19:45:00,29.63636,-93.19356,4.9,85.8,81,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T19:45:00,28.43828,-93.59197,4.0,147.7,147,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T19:45:00,27.71008,-95.67228,10.7,142.8,146,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T19:45:00,29.55021,-94.75993,0.1,272.5,269,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T19:45:00,29.74549,-94.98840,0.1,183.7,184,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T19:45:00,29.06320,-93.09968,5.6,176.3,176,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T19:50:00,26.77504,-97.52848,12.4,132.6,128,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T19:50:00,32.26669,-95.97270,10.1,259.0,262,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T19:50:00,29.63587,-93.18407,5.9,90.5,93,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T19:50:00,28.43465,-93.58877,3.3,145.4,142,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T19:50:00,27.69954,-95.66243,9.9,137.4,140,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T19:50:00,29.55019,-94.76051,0.4,265.1,268,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T19:50:00,29.74549,-94.98840,0.0,185.5,187,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T19:50:00,29.05453,-93.09936,6.2,178.0,178,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T19:55:00,26.76275,-97.51365,13.0,137.0,132,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T19:55:00,32.26743,-95.98931,10.1,275.9,272,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T19:55:00,29.63571,-93.17282,7.0,87.7,90,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T19:55:00,28.43208,-93.58633,2.4,139.0,140,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T19:55:00,27.68933,-95.65476,8.8,141.8,146,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T19:55:00,29.55015,-94.76072,0.1,261.6,257,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T19:55:00,29.74549,-94.98840,0.0,198.8,194,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T19:55:00,29.04745,-93.09871,5.1,178.1,175,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:00:00,26.75221,-97.50098,11.1,135.8,132,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:00:00,32.26547,-96.00802,11.5,260.0,262,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:00:00,29.63456,-93.16061,7.7,95.8,96,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:00:00,28.42721,-93.58119,4.8,134.1,137,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:00:00,27.68043,-95.64487,9.0,137.2,135,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:00:00,29.55001,-94.76140,0.4,252.4,256,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:00:00,29.74549,-94.98840,0.0,191.7,193,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:00:00,29.04158,-93.09937,4.2,186.7,185,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:05:00,26.74168,-97.48286,13.9,124.8,123,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
366999001,2024-01-15T20:05:00,26.74168,-97.48286,13.9,124.8,123,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:05:00,32.26167,-96.02618,11.4,255.5,256,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:05:00,29.63362,-93.15199,5.4,96.6,97,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:05:00,28.42501,-93.57919,2.0,141.4,141,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:05:00,27.67101,-95.63631,8.7,140.6,141,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:05:00,29.54992,-94.76160,0.1,241.9,243,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:05:00,29.74549,-94.98840,0.0,180.1,184,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:05:00,29.03043,-93.09736,8.1,174.2,171,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:10:00,26.73409,-97.46064,15.3,114.3,110,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:10:00,32.25974,-96.04439,11.2,258.3,262,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:10:00,29.63192,-93.14191,6.4,102.2,100,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:10:00,28.42137,-93.57546,3.5,137.3,138,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:10:00,27.66286,-95.62394,9.8,128.2,126,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
366515000,2024-01-15T20:10:00,27.66286,-95.62394,9.8,128.2,126,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:10:00,29.54970,-94.76196,0.3,231.7,234,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:10:00,29.74549,-94.98840,0.0,175.1,171,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:10:00,29.02050,-93.09717,7.2,179.1,179,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:15:00,26.72486,-97.44510,12.0,124.3,123,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:15:00,32.25610,-96.05668,7.9,248.9,250,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:15:00,29.63014,-93.13600,3.9,105.4,109,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:15:00,28.41417,-93.56992,6.3,147.8,145,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:15:00,27.65827,-95.61119,8.8,116.3,112,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:15:00,29.54958,-94.76216,0.2,237.2,234,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:15:00,29.74549,-94.98840,0.0,159.5,156,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:15:00,29.01321,-93.09588,5.3,170.4,171,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:20:00,26.71482,-97.42816,13.1,120.6,123,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:20:00,32.25238,-96.07304,10.3,252.3,254,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:20:00,29.62501,-93.12595,7.3,116.8,120,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:20:00,28.40865,-93.56692,4.4,149.9,154,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:20:00,27.65338,-95.60150,7.1,117.0,119,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:20:00,29.54927,-94.76258,0.3,227.1,230,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:20:00,29.74497,-94.98824,0.4,167.9,165,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:20:00,29.00804,-93.09612,3.7,182.6,182,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:25:00,26.70551,-97.41231,12.2,127.9,123,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:25:00,32.25232,-96.08894,9.7,274.1,269,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:25:00,29.61912,-93.11767,6.7,126.3,129,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:25:00,28.40146,-93.56263,5.8,152.0,152,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:25:00,27.64630,-95.58911,9.4,120.9,122,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:25:00,29.54906,-94.76308,0.3,241.1,244,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:25:00,29.74497,-94.98824,0.0,160.5,161,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:25:00,28.99992,-93.09612,5.8,181.1,180,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:30:00,26.69487,-97.39380,14.2,125.4,122,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:30:00,32.24848,-96.10891,12.5,261.3,257,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:30:00,29.61602,-93.11139,4.5,118.4,119,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:30:00,28.39670,-93.55895,4.1,146.4,145,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:30:00,27.64180,-95.57755,8.1,117.9,113,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
366515000,2024-01-15T20:30:00,27.64180,-95.57755,8.1,117.9,113,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:30:00,29.54891,-94.76371,0.4,257.3,254,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:30:00,29.74497,-94.98824,0.0,161.0,158,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:30:00,28.99135,-93.09514,6.2,179.1,174,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:35:00,26.68707,-97.37165,15.3,115.8,111,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:35:00,32.24759,-96.12121,7.5,269.7,265,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:35:00,29.61114,-93.10360,6.0,127.2,125,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:35:00,28.39352,-93.55501,3.4,131.4,132,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:35:00,27.63437,-95.56616,9.0,125.0,126,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:35:00,29.54866,-94.76422,0.4,242.5,240,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:35:00,29.74497,-94.98824,0.0,145.4,147,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:35:00,28.98617,-93.09505,3.7,175.7,179,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:40:00,26.68101,-97.35084,14.1,110.1,108,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:40:00,32.24298,-96.13850,11.0,256.6,252,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:40:00,29.60502,-93.09567,6.6,131.6,131,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:40:00,28.38723,-93.54983,5.6,145.0,144,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:40:00,27.62512,-95.55657,9.0,133.5,137,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:40:00,29.54866,-94.76422,0.0,252.9,249,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:40:00,29.74489,-94.98820,0.1,149.0,153,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:40:00,28.97585,-93.09482,7.4,174.9,178,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:45:00,26.67780,-97.33346,11.4,101.0,101,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:45:00,32.23631,-96.15404,10.6,239.4,243,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:45:00,29.59982,-93.08940,5.4,130.7,133,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:45:00,28.38174,-93.54646,4.5,154.7,151,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:45:00,27.61377,-95.54406,11.4,139.8,135,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:45:00,29.54860,-94.76448,0.2,249.6,253,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:45:00,29.74485,-94.98816,0.0,137.2,139,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:45:00,28.96784,-93.09589,5.8,181.8,186,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:50:00,26.67093,-97.31276,14.2,105.8,110,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:50:00,32.23220,-96.16887,9.5,250.6,251,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:50:00,29.59325,-93.08134,6.9,135.7,133,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:50:00,28.37677,-93.54275,4.3,148.5,146,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:50:00,27.60582,-95.53391,8.6,130.5,131,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:50:00,29.54858,-94.76496,0.3,271.8,268,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:50:00,29.74454,-94.98783,0.3,140.2,136,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:50:00,28.96020,-93.09474,5.5,168.7,172,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T20:55:00,26.66649,-97.29093,14.4,102.3,102,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T20:55:00,32.23060,-96.18418,9.4,263.1,262,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T20:55:00,29.58433,-93.07453,7.7,144.7,146,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T20:55:00,28.37094,-93.54006,4.5,162.6,157,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T20:55:00,27.59796,-95.52373,8.6,133.4,131,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T20:55:00,29.54857,-94.76512,0.1,267.9,263,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T20:55:00,29.74454,-94.98783,0.0,138.9,142,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T20:55:00,28.95222,-93.09405,5.8,177.8,175,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T21:00:00,26.66006,-97.27040,14.0,104.6,109,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T21:00:00,32.22666,-96.19738,8.5,253.9,250,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T21:00:00,29.57485,-93.07020,7.3,162.9,158,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T21:00:00,28.36524,-93.53759,4.4,156.6,159,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T21:00:00,27.59068,-95.50902,10.7,124.1,119,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T21:00:00,29.54859,-94.76531,0.1,274.7,276,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T21:00:00,29.74454,-94.98783,0.0,152.3,147,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T21:00:00,28.94198,-93.09419,7.4,184.9,180,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T21:05:00,26.65650,-97.25479,10.4,101.5,104,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T21:05:00,32.22502,-96.21386,10.1,258.9,263,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T21:05:00,29.56456,-93.06704,7.7,166.6,165,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T21:05:00,28.36049,-93.53694,3.4,172.5,173,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T21:05:00,27.58693,-95.49566,8.9,105.9,107,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T21:05:00,29.54856,-94.76583,0.3,271.5,267,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T21:05:00,29.74444,-94.98774,0.1,146.6,144,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T21:05:00,28.93331,-93.09476,6.2,180.3,183,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T21:10:00,26.65065,-97.23955,10.7,117.6,113,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T21:10:00,32.22454,-96.23183,11.0,269.1,268,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T21:10:00,29.55370,-93.06239,8.3,162.7,159,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T21:10:00,28.35428,-93.53501,4.6,166.5,164,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T21:10:00,27.58133,-95.48378,8.6,121.3,118,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T21:10:00,29.54847,-94.76653,0.4,261.7,261,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T21:10:00,29.74444,-94.98774,0.0,147.8,146,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T21:10:00,28.92249,-93.09414,7.8,181.8,177,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T21:15:00,26.64187,-97.22234,12.8,123.2,119,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T21:15:00,32.22227,-96.24696,9.4,262.3,259,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T21:15:00,29.54508,-93.05999,6.4,164.4,166,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T21:15:00,28.35128,-93.53484,2.2,173.7,177,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
367777123,2024-01-15T21:15:00,0.0,0.0,2.2,173.7,177,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T21:15:00,27.57624,-95.47261,8.0,115.7,117,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T21:15:00,29.54832,-94.76697,0.3,251.1,248,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T21:15:00,29.74420,-94.98757,0.2,143.9,147,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T21:15:00,28.91609,-93.09489,4.6,189.5,185,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T21:20:00,26.63133,-97.20511,13.4,125.1,124,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T21:20:00,32.21982,-96.26244,9.6,263.4,259,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T21:20:00,29.53649,-93.05841,6.3,169.5,170,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T21:20:00,28.34624,-93.53331,3.8,168.0,165,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T21:20:00,27.57133,-95.46395,6.6,119.3,122,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T21:20:00,29.54803,-94.76769,0.5,244.2,244,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T21:20:00,29.74405,-94.98744,0.1,142.4,143,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T21:20:00,28.90732,-93.09711,6.5,190.0,192,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T21:25:00,26.62150,-97.19066,11.7,124.0,127,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T21:25:00,32.21923,-96.27985,10.6,272.6,267,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T21:25:00,29.52658,-93.05850,7.1,179.3,180,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T21:25:00,28.33930,-93.53097,5.2,158.6,163,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T21:25:00,27.56130,-95.45258,10.2,132.1,134,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T21:25:00,29.54793,-94.76824,0.3,258.9,259,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T21:25:00,29.74387,-94.98727,0.2,144.6,139,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T21:25:00,28.89848,-93.09825,6.4,182.7,186,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T21:30:00,26.61118,-97.17610,12.0,127.4,128,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T21:30:00,32.21821,-96.29239,7.7,267.7,264,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T21:30:00,29.51898,-93.06013,5.6,191.0,190,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T21:30:00,28.33329,-93.52953,4.4,170.6,168,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T21:30:00,27.55135,-95.44492,8.7,147.7,145,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
366515000,2024-01-15T21:30:00,27.55135,-95.44492,8.7,147.7,145,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T21:30:00,29.54789,-94.76845,0.1,255.7,257,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T21:30:00,29.74387,-94.98727,0.0,124.8,127,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T21:30:00,28.89198,-93.09747,4.7,170.2,174,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T21:35:00,26.59658,-97.16365,13.2,144.3,142,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T21:35:00,32.21374,-96.30766,9.8,255.4,250,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T21:35:00,29.51120,-93.06009,5.6,179.7,179,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T21:35:00,28.32506,-93.52958,5.9,185.3,180,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T21:35:00,27.54267,-95.43941,7.2,146.0,150,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T21:35:00,29.54779,-94.76873,0.2,250.3,246,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T21:35:00,29.74376,-94.98711,0.1,127.7,129,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T21:35:00,28.88286,-93.09595,6.6,172.2,171,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T21:40:00,26.58347,-97.15194,12.1,145.8,141,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T21:40:00,32.21239,-96.32304,9.4,260.5,264,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T21:40:00,29.50379,-93.06065,5.3,185.2,183,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
